STT,long,lat
980,103.77712660,22.65439420
981,103.77706740,22.65432150
982,103.77703520,22.65423240
983,103.77703250,22.65413590
984,103.77703520,22.65397250
985,103.77706470,22.65382890
986,103.77710220,22.65372990
987,103.77718270,22.65360370
988,103.77727370,22.65349250
989,103.77744820,22.65331160
990,103.77763060,22.65313590
991,103.77823680,22.65246010
992,103.77859350,22.65201210
993,103.77899320,22.65146260
994,103.77907100,22.65137840
995,103.77915410,22.65131650
996,103.77930700,22.65126450
997,103.77947140,22.65122550
998,103.77962890,22.65120510
999,103.77973880,22.65118530
1000,103.77980860,22.65116800
1001,103.77987030,22.65114570
1002,103.77993460,22.65111110
1003,103.77997760,22.65107640
1004,103.78001850,22.65102250
1005,103.78004730,22.65095760
1006,103.78007410,22.65088580
1007,103.78009290,22.65078930
1008,103.78016800,22.65019020
1009,103.78017340,22.65001450
1010,103.78015700,22.64971500
1011,103.78008620,22.64925460
1012,103.78005000,22.64906150
1013,103.78003680,22.64901250
1014,103.78002620,22.64897340
1015,103.77998020,22.64884120
1016,103.77986490,22.64853180
1017,103.77984080,22.64846000
1018,103.77982200,22.64838320
1019,103.77980320,22.64826440
1020,103.77978180,22.64811090
1021,103.77976300,22.64801440
1022,103.77973620,22.64791790
1023,103.77971200,22.64785850
1024,103.77968730,22.64778230
1025,103.77962890,22.64764310
1026,103.77957260,22.64748470
1027,103.77948670,22.64725690
1028,103.77947690,22.64712780
1029,103.77948940,22.64702420
1030,103.77959400,22.64689060
1031,103.77970000,22.64680270
1032,103.77976830,22.64673960
1033,103.77983810,22.64666280
1034,103.77987830,22.64661330
1035,103.78007950,22.64629650
1036,103.78013850,22.64621230
1037,103.78018140,22.64614300
1038,103.78033160,22.64593010
1039,103.78038530,22.64586330
1040,103.78044430,22.64579640
1041,103.78053550,22.64570980
1042,103.78063740,22.64562320
1043,103.78073920,22.64554450
1044,103.78083320,22.64548450
1045,103.78093510,22.64543750
1046,103.78103170,22.64540290
1047,103.78113900,22.64537560
1048,103.78150910,22.64530380
1049,103.78169950,22.64527410
1050,103.78175910,22.64526000
1051,103.78179340,22.64525190
1052,103.78189000,22.64521970
1053,103.78195500,22.64518300
1054,103.78232990,22.64492510
1055,103.78240230,22.64487810
1056,103.78278710,22.64466290
1057,103.78287430,22.64461320
1058,103.78303800,22.64452660
1059,103.78314520,22.64446220
1060,103.78329810,22.64435570
1061,103.78340540,22.64427410
1062,103.78351540,22.64417500
1063,103.78355520,22.64412740
1064,103.78358590,22.64407730
1065,103.78359590,22.64406120
1066,103.78364410,22.64394980
1067,103.78368680,22.64380900
1068,103.78378470,22.64348610
1069,103.78382650,22.64334820
1070,103.78384260,22.64330620
1071,103.78387300,22.64323980
1072,103.78392580,22.64315760
1073,103.78397140,22.64310070
1074,103.78401430,22.64305610
1075,103.78417250,22.64292490
1076,103.78436570,22.64277640
1077,103.78484710,22.64242980
1078,103.78491280,22.64237540
1079,103.78496110,22.64232830
1080,103.78500130,22.64227390
1081,103.78503020,22.64222800
1082,103.78506030,22.64214760
1083,103.78507910,22.64207830
1084,103.78515420,22.64145450
1085,103.78517960,22.64135300
1086,103.78520120,22.64130470
1087,103.78544260,22.64093460
1088,103.78547880,22.64086530
1089,103.78551630,22.64076630
1090,103.78554050,22.64068460
1091,103.78557000,22.64062020
1092,103.78561820,22.64055090
1093,103.78567460,22.64049890
1094,103.78579940,22.64040770
1095,103.78590520,22.64035290
1096,103.78600720,22.64031580
1097,103.78617880,22.64027860
1098,103.78625930,22.64027120
1099,103.78634510,22.64026870
1100,103.78666970,22.64026870
1101,103.78674480,22.64026130
1102,103.78680910,22.64024640
1103,103.78687690,22.64021630
1104,103.78695670,22.64016970
1105,103.78701840,22.64011280
1106,103.78708540,22.64002860
1107,103.78712560,22.63996180
1108,103.78718200,22.63982810
1109,103.78720610,22.63973150
1110,103.78722220,22.63963990
1111,103.78723290,22.63951120
1112,103.78725980,22.63932310
1113,103.78728120,22.63922900
1114,103.78730540,22.63916460
1115,103.78733950,22.63909450
1116,103.78742610,22.63890720
1117,103.78753870,22.63867450
1118,103.78772910,22.63829080
1119,103.78785520,22.63808280
1120,103.78791960,22.63799620
1121,103.78798130,22.63792930
1122,103.78815020,22.63779570
1123,103.78825100,22.63771200
1124,103.78831390,22.63765210
1125,103.78848690,22.63744910
1126,103.78854720,22.63738350
1127,103.78860350,22.63733270
1128,103.78864240,22.63730050
1129,103.78883830,22.63717500
1130,103.78892180,22.63710880
1131,103.78905420,22.63699230
1132,103.78918830,22.63689460
1133,103.78929020,22.63683270
1134,103.78942430,22.63676830
1135,103.78963620,22.63667420
1136,103.78967070,22.63665350
1137,103.78972980,22.63660430
1138,103.78979150,22.63653790
1139,103.78985030,22.63645170
1140,103.78990070,22.63636340
1141,103.78993970,22.63627880
1142,103.79000420,22.63615140
1143,103.79006060,22.63600610
1144,103.79009760,22.63593780
1145,103.79015410,22.63584730
1146,103.79021840,22.63576260
1147,103.79027700,22.63569250
1148,103.79032580,22.63562400
1149,103.79051930,22.63533890
1150,103.79064130,22.63503480
1151,103.79069040,22.63484940
1152,103.79072030,22.63473650
1153,103.79074760,22.63464430
1154,103.79082340,22.63457220
1155,103.79087700,22.63454480
1156,103.79097420,22.63449410
1157,103.79115740,22.63444310
1158,103.79128810,22.63438820
1159,103.79140820,22.63433790
1160,103.79190480,22.63400030
1161,103.79238550,22.63369610
1162,103.79296480,22.63331480
1163,103.79305900,22.63325640
1164,103.79313400,22.63321550
1165,103.79321740,22.63317250
1166,103.79329000,22.63314040
1167,103.79462890,22.63263570
1168,103.79473930,22.63258540
1169,103.79484990,22.63251340
1170,103.79492760,22.63244170
1171,103.79500610,22.63235750
1172,103.79507990,22.63226460
1173,103.79517630,22.63210700
1174,103.79561800,22.63102420
1175,103.79567430,22.63093130
1176,103.79575600,22.63083890
1177,103.79588820,22.63067330
1178,103.79621660,22.63041420
1179,103.79651950,22.63016900
1180,103.79664660,22.63012170
1181,103.79676690,22.63009930
1182,103.79687010,22.63010510
1183,103.79693570,22.63010090
1184,103.79704980,22.63010140
1185,103.79756750,22.63011870
1186,103.79767700,22.63013800
1187,103.79777940,22.63016820
1188,103.79792020,22.63022770
1189,103.79799260,22.63027100
1190,103.79840570,22.63050120
1191,103.79848210,22.63053090
1192,103.79852370,22.63054450
1193,103.79856530,22.63055820
1194,103.79870210,22.63058660
1195,103.79881200,22.63060150
1196,103.79891400,22.63060890
1197,103.79904680,22.63060120
1198,103.79927070,22.63056930
1199,103.79945580,22.63052970
1200,103.79976690,22.63043070
1201,103.79987440,22.63038780
1202,103.79997880,22.63032670
1203,103.80011020,22.63022270
1204,103.80041600,22.62994540
1205,103.80052860,22.62983150
1206,103.80056900,22.62975450
1207,103.80058500,22.62969540
1208,103.80059030,22.62960130
1209,103.80058760,22.62946510
1210,103.80055810,22.62922500
1211,103.80054470,22.62897000
1212,103.80059420,22.62871480
1213,103.80063460,22.62857020
1214,103.80066950,22.62849960
1215,103.80071640,22.62843520
1216,103.80092020,22.62818890
1217,103.80098100,22.62809920
1218,103.80112950,22.62755640
1219,103.80119380,22.62741030
1220,103.80130510,22.62727660
1221,103.80147730,22.62718250
1222,103.80165920,22.62710450
1223,103.80186040,22.62707360
1224,103.80221990,22.62705430
1225,103.80230800,22.62704960
1226,103.80278970,22.62704140
1227,103.80309020,22.62704880
1228,103.80322560,22.62706860
1229,103.80335280,22.62710150
1230,103.80397790,22.62750640
1231,103.80409060,22.62752170
1232,103.80419390,22.62750060
1233,103.80437020,22.62740310
1234,103.80452850,22.62725740
1235,103.80466730,22.62709960
1236,103.80499640,22.62680990
1237,103.80506830,22.62675180
1238,103.80546520,22.62643110
1239,103.80574420,22.62630240
1240,103.80589840,22.62626150
1241,103.80605430,22.62623750
1242,103.80665750,22.62610310
1243,103.80697130,22.62600410
1244,103.80710810,22.62592980
1245,103.80722010,22.62584100
1246,103.80728920,22.62576140
1247,103.80732400,22.62567600
1248,103.80735350,22.62557700
1249,103.80736960,22.62547300
1250,103.80737770,22.62533190
1251,103.80739780,22.62519940
1252,103.80747290,22.62507810
1253,103.80754800,22.62501370
1254,103.80786450,22.62485650
1255,103.80808170,22.62476990
1256,103.80820380,22.62472650
1257,103.80832050,22.62470430
1258,103.80844250,22.62470550
1259,103.80855300,22.62471440
1260,103.80867590,22.62475870
1261,103.80879790,22.62481070
1262,103.80900980,22.62494440
1263,103.80919620,22.62509670
1264,103.80928740,22.62519570
1265,103.80935820,22.62528750
1266,103.80968440,22.62586910
1267,103.80985070,22.62614150
1268,103.80990000,22.62620100
1269,103.81004440,22.62637550
1270,103.81016720,22.62645590
1271,103.81029050,22.62650170
1272,103.81040720,22.62651030
1273,103.81053030,22.62649660
1274,103.81062720,22.62645340
1275,103.81072910,22.62639150
1276,103.81084310,22.62625040
1277,103.81095220,22.62606840
1278,103.81105880,22.62556940
1279,103.81113030,22.62520090
1280,103.81110490,22.62503070
1281,103.81111290,22.62491380
1282,103.81114560,22.62479020
1283,103.81125970,22.62460110
1284,103.81149310,22.62440960
1285,103.81189080,22.62412430
1286,103.81256400,22.62358800
1287,103.81308710,22.62324450
1288,103.81405590,22.62247090
1289,103.81463440,22.62210960
1290,103.81478460,22.62194120
1291,103.81488650,22.62183730
1292,103.81498240,22.62176830
1293,103.81536390,22.62164170
1294,103.81544380,22.62159160
1295,103.81550610,22.62155250
1296,103.81556230,22.62150050
1297,103.81563220,22.62140650
1298,103.81568180,22.62129010
1299,103.81575130,22.62108050
1300,103.81586550,22.62068350
1301,103.81614000,22.61960690
1302,103.81617980,22.61943390
1303,103.81623570,22.61919060
1304,103.81633220,22.61889840
1305,103.81646690,22.61866880
1306,103.81665940,22.61847500
1307,103.81749630,22.61814570
1308,103.81859710,22.61777800
1309,103.81882260,22.61772110
1310,103.81998540,22.61749700
1311,103.82019190,22.61745990
1312,103.82076320,22.61733610
1313,103.82092950,22.61729400
1314,103.82131980,22.61715040
1315,103.82143550,22.61710200
1316,103.82154380,22.61705140
1317,103.82172080,22.61695980
1318,103.82207210,22.61674190
1319,103.82237260,22.61653880
1320,103.82303770,22.61611300
1321,103.82317540,22.61601280
1322,103.82328720,22.61590750
1323,103.82348300,22.61569950
1324,103.82410910,22.61500760
1325,103.82506550,22.61404550
1326,103.82596070,22.61305450
1327,103.82599890,22.61302050
1328,103.82605540,22.61297820
1329,103.82613840,22.61292760
1330,103.82644150,22.61281500
1331,103.82676060,22.61271840
1332,103.82723670,22.61258960
1333,103.82732930,22.61255130
1334,103.82739230,22.61251660
1335,103.82744730,22.61247200
1336,103.82749290,22.61240890
1337,103.82753040,22.61233590
1338,103.82754710,22.61228310
1339,103.82755990,22.61221450
1340,103.82755860,22.61212040
1341,103.82753310,22.61197810
1342,103.82749290,22.61183200
1343,103.82739900,22.61158690
1344,103.82695380,22.61084650
1345,103.82692890,22.61079680
1346,103.82692690,22.61070790
1347,103.82698060,22.61044050
1348,103.82699430,22.61040940
1349,103.82702630,22.61033720
1350,103.82711150,22.61014500
1351,103.82726590,22.60978740
1352,103.82743630,22.60939290
1353,103.82751170,22.60921730
1354,103.82776380,22.60844970
1355,103.82782550,22.60803620
1356,103.82784960,22.60790990
1357,103.82789520,22.60780590
1358,103.82795960,22.60774400
1359,103.82812130,22.60762610
1360,103.82858070,22.60745280
1361,103.82896010,22.60731320
1362,103.82997240,22.60686920
1363,103.83007810,22.60680110
1364,103.83017510,22.60673870
1365,103.83030380,22.60664710
1366,103.83047550,22.60647620
1367,103.83075920,22.60621190
1368,103.83087780,22.60610980
1369,103.83092630,22.60606280
1370,103.83098510,22.60600580
1371,103.83109650,22.60591160
1372,103.83125070,22.60583740
1373,103.83146260,22.60576060
1374,103.83171740,22.60569130
1375,103.83191880,22.60562190
1376,103.83200170,22.60556010
1377,103.83203990,22.60552350
1378,103.83207680,22.60548830
1379,103.83210630,22.60542140
1380,103.83212240,22.60532240
1381,103.83212100,22.60499430
1382,103.83212370,22.60489030
1383,103.83214120,22.60475040
1384,103.83217870,22.60456960
1385,103.83225380,22.60431210
1386,103.83228960,22.60420290
1387,103.83232350,22.60409910
1388,103.83238520,22.60387130
1389,103.83241120,22.60369310
1390,103.83238790,22.60359150
1391,103.83231550,22.60349740
1392,103.83214120,22.60334760
1393,103.83200030,22.60319530
1394,103.83187560,22.60303190
1395,103.83185950,22.60298730
1396,103.83185150,22.60292540
1397,103.83185120,22.60283530
1398,103.83228870,22.60226550
1399,103.83237730,22.60212640
1400,103.83241740,22.60203770
1401,103.83246030,22.60189650
1402,103.83251130,22.60166630
1403,103.83258100,22.60129860
1404,103.83259850,22.60120450
1405,103.83264010,22.60100020
1406,103.83275010,22.60050500
1407,103.83276080,22.60047150
1408,103.83290830,22.59991180
1409,103.83297800,22.59963950
1410,103.83298470,22.59961660
1411,103.83300550,22.59954350
1412,103.83315500,22.59899320
1413,103.83319260,22.59889290
1414,103.83325560,22.59881240
1415,103.83336100,22.59872380
1416,103.83369820,22.59851030
1417,103.83393290,22.59836170
1418,103.83480860,22.59778850
1419,103.83495610,22.59770060
1420,103.83508490,22.59763490
1421,103.83532760,22.59752100
1422,103.83563610,22.59736380
1423,103.83584800,22.59725980
1424,103.83598340,22.59718300
1425,103.83608400,22.59711620
1426,103.83617250,22.59705300
1427,103.83654530,22.59672120
1428,103.83681090,22.59649460
1429,103.83717430,22.59620610
1430,103.83726150,22.59613310
1431,103.83733930,22.59605630
1432,103.83763430,22.59572820
1433,103.83801470,22.59532400
1434,103.83814930,22.59518710
1435,103.83823110,22.59508810
1436,103.83830350,22.59498400
1437,103.83836660,22.59488130
1438,103.83858120,22.59436730
1439,103.83861200,22.59429690
1440,103.83888020,22.59352550
1441,103.83891330,22.59341800
1442,103.83908810,22.59298190
1443,103.83916420,22.59263760
1444,103.83917990,22.59258440
1445,103.83924630,22.59238880
1446,103.83937240,22.59220060
1447,103.83954150,22.59206130
1448,103.83976670,22.59200000
1449,103.83997720,22.59201860
1450,103.84016770,22.59198020
1451,103.84030270,22.59191130
1452,103.84097030,22.59107450
1453,103.84153110,22.59038240
1454,103.84175560,22.59009910
1455,103.84179710,22.58999410
1456,103.84185340,22.58980100
1457,103.84199830,22.58958550
1458,103.84229720,22.58928120
1459,103.84234910,22.58919960
1460,103.84242660,22.58907790
1461,103.84251070,22.58894570
1462,103.84267940,22.58877930
1463,103.84284950,22.58869080
1464,103.84308560,22.58851800
1465,103.84326030,22.58829040
1466,103.84346540,22.58809100
1467,103.84367420,22.58786350
1468,103.84372830,22.58782110
1469,103.84389330,22.58774430
1470,103.84408770,22.58776160
1471,103.84413970,22.58777620
1472,103.84427330,22.58781350
1473,103.84479580,22.58793500
1474,103.84498220,22.58795600
1475,103.84517290,22.58792100
1476,103.84622810,22.58743850
1477,103.84692510,22.58705930
1478,103.84725300,22.58688100
1479,103.84756650,22.58672280
1480,103.84774490,22.58665220
1481,103.84792270,22.58660840
1482,103.84838310,22.58657880
1483,103.84849610,22.58656700
1484,103.84862670,22.58652630
1485,103.84876940,22.58644060
1486,103.84882440,22.58639540
1487,103.84891100,22.58630890
1488,103.84899870,22.58618320
1489,103.84902410,22.58613570
1490,103.84906140,22.58606570
1491,103.84907230,22.58604530
1492,103.84916390,22.58583540
1493,103.84924050,22.58568970
1494,103.84934720,22.58552260
1495,103.84956420,22.58521510
1496,103.84963960,22.58508980
1497,103.84968830,22.58497620
1498,103.84974870,22.58481130
1499,103.84979860,22.58471480
1500,103.85000810,22.58442760
1501,103.85009850,22.58430570
1502,103.85013610,22.58424630
1503,103.85016020,22.58419180
1504,103.85017630,22.58411750
1505,103.85018440,22.58403820
1506,103.85019510,22.58368160
1507,103.85020520,22.58359490
1508,103.85022460,22.58348350
1509,103.85026480,22.58338440
1510,103.85060550,22.58274050
1511,103.85103500,22.58196800
1512,103.85111240,22.58184150
1513,103.85118220,22.58173500
1514,103.85127600,22.58160380
1515,103.85138330,22.58147990
1516,103.85149190,22.58138210
1517,103.85168110,22.58124220
1518,103.85273340,22.58050090
1519,103.85311600,22.58021440
1520,103.85329500,22.58008560
1521,103.85342540,22.58000660
1522,103.85349960,22.57996920
1523,103.85360320,22.57993060
1524,103.85380000,22.57988010
1525,103.85435250,22.57976610
1526,103.85461270,22.57968440
1527,103.85467500,22.57964790
1528,103.85472800,22.57960270
1529,103.85481300,22.57950750
1530,103.85486560,22.57943770
1531,103.85503110,22.57912470
1532,103.85510350,22.57900330
1533,103.85518400,22.57890180
1534,103.85536370,22.57869130
1535,103.85569400,22.57834630
1536,103.85589480,22.57815880
1537,103.85683000,22.57738200
1538,103.85689260,22.57731680
1539,103.85694260,22.57723710
1540,103.85697300,22.57714590
1541,103.85705350,22.57653170
1542,103.85707500,22.57644500
1543,103.85710450,22.57636320
1544,103.85715400,22.57626610
1545,103.85730560,22.57602390
1546,103.85755900,22.57567100
1547,103.85791100,22.57522900
1548,103.85835440,22.57485680
1549,103.85871800,22.57456030
1550,103.85884930,22.57446110
1551,103.85903300,22.57435090
1552,103.85924350,22.57424440
1553,103.85935490,22.57417760
1554,103.85942590,22.57411690
1555,103.85948910,22.57402530
1556,103.85968210,22.57370820
1557,103.85989600,22.57336600
1558,103.85993290,22.57327110
1559,103.85995970,22.57318100
1560,103.85997580,22.57303080
1561,103.85996280,22.57280560
1562,103.85997180,22.57252440
1563,103.85998520,22.57235100
1564,103.86005500,22.57217500
1565,103.86029530,22.57168000
1566,103.86047330,22.57131320
1567,103.86092860,22.57041090
1568,103.86118490,22.56992460
1569,103.86146980,22.56931570
1570,103.86161620,22.56902450
1571,103.86175680,22.56874480
1572,103.86238630,22.56754810
1573,103.86245870,22.56747700
1574,103.86271400,22.56726850
1575,103.86295710,22.56707910
1576,103.86330170,22.56684140
1577,103.86357840,22.56663840
1578,103.86371480,22.56652930
1579,103.86385670,22.56639480
1580,103.86407150,22.56609710
1581,103.86437040,22.56560370
1582,103.86460120,22.56512130
1583,103.86468410,22.56494790
1584,103.86472380,22.56486490
1585,103.86478110,22.56474500
1586,103.86514980,22.56392860
1587,103.86516850,22.56385800
1588,103.86516920,22.56378370
1589,103.86502480,22.56293680
1590,103.86497730,22.56271590
1591,103.86494990,22.56242630
1592,103.86496010,22.56229940
1593,103.86550140,22.56117040
1594,103.86563520,22.56087080
1595,103.86574660,22.56070240
1596,103.86610230,22.56042510
1597,103.86687780,22.55981320
1598,103.86737920,22.55927900
1599,103.86788430,22.55872180
1600,103.86810560,22.55843220
1601,103.86825710,22.55814860
1602,103.86850920,22.55758390
1603,103.86853790,22.55752610
1604,103.86859640,22.55740800
1605,103.86873750,22.55710060
1606,103.86884380,22.55685980
1607,103.86887130,22.55679120
1608,103.86896890,22.55660840
1609,103.86909400,22.55644200
1610,103.86926260,22.55620890
1611,103.86934620,22.55610160
1612,103.86949090,22.55594160
1613,103.86956800,22.55581900
1614,103.86961970,22.55569640
1615,103.86966370,22.55544990
1616,103.86969830,22.55525650
1617,103.86972700,22.55504990
1618,103.86976450,22.55495820
1619,103.86982620,22.55487150
1620,103.86990290,22.55478380
1621,103.86995860,22.55472730
1622,103.87005130,22.55464740
1623,103.87029230,22.55446700
1624,103.87048190,22.55433180
1625,103.87062280,22.55426710
1626,103.87082240,22.55419620
1627,103.87111370,22.55414330
1628,103.87122630,22.55411600
1629,103.87135240,22.55406400
1630,103.87151470,22.55397470
1631,103.87171450,22.55387330
1632,103.87193080,22.55379180
1633,103.87256100,22.55357130
1634,103.87310390,22.55335800
1635,103.87336940,22.55328870
1636,103.87379150,22.55325690
1637,103.87468640,22.55316730
1638,103.87504040,22.55313880
1639,103.87534890,22.55309300
1640,103.87555140,22.55303570
1641,103.87640190,22.55272130
1642,103.87649680,22.55266200
1643,103.87658000,22.55257280
1644,103.87669320,22.55226780
1645,103.87675420,22.55220930
1646,103.87682940,22.55217150
1647,103.87691530,22.55216900
1648,103.87704670,22.55218560
1649,103.87742220,22.55222350
1650,103.87753220,22.55221120
1651,103.87762410,22.55216920
1652,103.87771040,22.55207780
1653,103.87874280,22.55078830
1654,103.87969530,22.54971020
1655,103.87977310,22.54957840
1656,103.88000790,22.54905780
1657,103.88007180,22.54896070
1658,103.88015480,22.54886000
1659,103.88034320,22.54867660
1660,103.88057920,22.54846570
1661,103.88073210,22.54831710
1662,103.88089030,22.54814370
1663,103.88117540,22.54781460
1664,103.88126580,22.54771020
1665,103.88133560,22.54763340
1666,103.88143480,22.54752690
1667,103.88154210,22.54743030
1668,103.88162460,22.54734120
1669,103.88168420,22.54726920
1670,103.88173250,22.54718500
1671,103.88178880,22.54708100
1672,103.88186390,22.54692740
1673,103.88190420,22.54683570
1674,103.88194310,22.54672810
1675,103.88203830,22.54640220
1676,103.88208660,22.54621150
1677,103.88212610,22.54608410
1678,103.88215900,22.54598360
1679,103.88228770,22.54564910
1680,103.88262840,22.54488860
1681,103.88270880,22.54470280
1682,103.88274100,22.54464340
1683,103.88279640,22.54458120
1684,103.88282650,22.54455710
1685,103.88286440,22.54452700
1686,103.88347450,22.54410230
1687,103.88368920,22.54395100
1688,103.88398920,22.54372970
1689,103.88465880,22.54322140
1690,103.88494040,22.54303320
1691,103.88508800,22.54294890
1692,103.88553340,22.54270890
1693,103.88604820,22.54249310
1694,103.88678580,22.54217360
1695,103.88753680,22.54183660
1696,103.88808470,22.54160280
1697,103.88919640,22.54095090
1698,103.88937460,22.54082630
1699,103.88969520,22.54060430
1700,103.89016600,22.54031150
1701,103.89024740,22.54025640
1702,103.89095620,22.53951860
1703,103.89180170,22.53868200
1704,103.89189090,22.53858640
1705,103.89253040,22.53785240
1706,103.89328130,22.53672930
1707,103.89333250,22.53663750
1708,103.89348100,22.53637100
1709,103.89368470,22.53599960
1710,103.89394190,22.53531130
1711,103.89403180,22.53518570
1712,103.89441230,22.53474840
1713,103.89507650,22.53413950
1714,103.89535550,22.53385960
1715,103.89559670,22.53358820
1716,103.89610560,22.53300050
1717,103.89619030,22.53287870
1718,103.89635960,22.53252840
1719,103.89652830,22.53207570
1720,103.89671360,22.53161030
1721,103.89745770,22.53027600
1722,103.89752020,22.53016200
1723,103.89807670,22.52975920
1724,103.89836180,22.52951010
1725,103.89851130,22.52939520
1726,103.89871560,22.52923830
1727,103.89885520,22.52910220
1728,103.89892990,22.52900740
1729,103.89899590,22.52890570
1730,103.89923690,22.52843670
1731,103.89945640,22.52794740
1732,103.89974710,22.52711330
1733,103.89979690,22.52703380
1734,103.89983940,22.52698370
1735,103.89990240,22.52692000
1736,103.89997430,22.52686450
1737,103.90041670,22.52658410
1738,103.90056110,22.52651440
1739,103.90076480,22.52640510
1740,103.90134790,22.52610450
1741,103.90164200,22.52597620
1742,103.90170940,22.52593560
1743,103.90177250,22.52588960
1744,103.90206410,22.52561230
1745,103.90228170,22.52538820
1746,103.90241070,22.52522300
1747,103.90246790,22.52516340
1748,103.90252660,22.52512280
1749,103.90259620,22.52509150
1750,103.90270520,22.52506210
1751,103.90274530,22.52504820
1752,103.90306290,22.52496210
1753,103.90319040,22.52492010
1754,103.90328440,22.52487410
1755,103.90363240,22.52467610
1756,103.90403970,22.52443150
1757,103.90421260,22.52433400
1758,103.90430500,22.52427030
1759,103.90440620,22.52417960
1760,103.90445030,22.52410340
1761,103.90456370,22.52386120
1762,103.90462680,22.52370410
1763,103.90469530,22.52356730
1764,103.90474990,22.52349150
1765,103.90479680,22.52343320
1766,103.90485400,22.52339130
1767,103.90493020,22.52335070
1768,103.90503140,22.52331540
1769,103.90529800,22.52326150
1770,103.90581250,22.52309240
1771,103.90594590,22.52307350
1772,103.90607340,22.52305990
1773,103.90619310,22.52306200
1774,103.90651140,22.52309110
1775,103.90662810,22.52309310
1776,103.90669030,22.52307760
1777,103.90671460,22.52307150
1778,103.90678940,22.52303760
1779,103.90688620,22.52297530
1780,103.90709470,22.52282810
1781,103.90721270,22.52271490
1782,103.90728500,22.52260490
1783,103.90744160,22.52232620
1784,103.90749960,22.52225020
1785,103.90759900,22.52216900
1786,103.90780360,22.52205300
1787,103.90803000,22.52194060
1788,103.90862220,22.52166390
1789,103.91055050,22.52075090
1790,103.91066900,22.52068660
1791,103.91084260,22.52058610
1792,103.91112820,22.52041020
1793,103.91170620,22.52007940
1794,103.91219570,22.51983540
1795,103.91233920,22.51977960
1796,103.91248260,22.51975480
1797,103.91273620,22.51975480
1798,103.91309540,22.51976260
1799,103.91353280,22.51973500
1800,103.91410910,22.51968480
1801,103.91443400,22.51962350
1802,103.91471030,22.51954920
1803,103.91502660,22.51943100
1804,103.91525750,22.51936580
1805,103.91563300,22.51928910
1806,103.91612110,22.51918610
1807,103.91674270,22.51903410
1808,103.91702540,22.51897380
1809,103.91727920,22.51892810
1810,103.91758670,22.51886410
1811,103.91784460,22.51881810
1812,103.91815300,22.51879220
1813,103.91831130,22.51879700
1814,103.91884460,22.51883650
1815,103.91897560,22.51886440
1816,103.91903580,22.51889390
1817,103.91909350,22.51893370
1818,103.91919000,22.51903070
1819,103.91962180,22.51950150
1820,103.91984420,22.51976370
1821,103.92007370,22.52000320
1822,103.92014880,22.52007780
1823,103.92026500,22.52016580
1824,103.92031820,22.52019010
1825,103.92037760,22.52020450
1826,103.92043780,22.52021370
1827,103.92049760,22.52021680
1828,103.92063550,22.52023050
1829,103.92125250,22.52017220
1830,103.92135710,22.52016290
1831,103.92139260,22.52015640
1832,103.92161520,22.52011600
1833,103.92172790,22.52012670
1834,103.92179410,22.52014030
1835,103.92186440,22.52016770
1836,103.92192330,22.52020520
1837,103.92202370,22.52028440
1838,103.92209710,22.52038140
1839,103.92215990,22.52048940
1840,103.92221910,22.52062070
1841,103.92230170,22.52086190
1842,103.92237940,22.52111960
1843,103.92247880,22.52146850
1844,103.92251450,22.52152180
1845,103.92258270,22.52163620
1846,103.92266380,22.52173690
1847,103.92273880,22.52179240
1848,103.92282390,22.52183230
1849,103.92294820,22.52187390
1850,103.92305760,22.52188830
1851,103.92320630,22.52186780
1852,103.92329820,22.52184020
1853,103.92338990,22.52180760
1854,103.92346280,22.52176620
1855,103.92353500,22.52170740
1856,103.92360260,22.52164590
1857,103.92368130,22.52154890
1858,103.92378180,22.52139510
1859,103.92395030,22.52101590
1860,103.92398350,22.52095920
1861,103.92403000,22.52087980
1862,103.92411600,22.52074890
1863,103.92470910,22.52003690
1864,103.92487800,22.51986740
1865,103.92499010,22.51978290
1866,103.92512080,22.51973800
1867,103.92523110,22.51973090
1868,103.92557400,22.51972960
1869,103.92615800,22.51972730
1870,103.92625450,22.51972010
1871,103.92633110,22.51971040
1872,103.92638590,22.51969780
1873,103.92643150,22.51967800
1874,103.92655480,22.51960700
1875,103.92661390,22.51953670
1876,103.92665840,22.51945750
1877,103.92684190,22.51922940
1878,103.92698140,22.51907460
1879,103.92711690,22.51893220
1880,103.92737430,22.51865220
1881,103.92780960,22.51825560
1882,103.92826610,22.51778510
1883,103.92844050,22.51762650
1884,103.92853170,22.51753480
1885,103.92860690,22.51742640
1886,103.92890090,22.51704240
1887,103.92896490,22.51694130
1888,103.92905370,22.51682460
1889,103.92936720,22.51653750
1890,103.92982710,22.51613460
1891,103.92994390,22.51602830
1892,103.93003380,22.51595390
1893,103.93010350,22.51590440
1894,103.93017590,22.51586850
1895,103.93025650,22.51583410
1896,103.93033150,22.51580900
1897,103.93099930,22.51564270
1898,103.93112140,22.51559970
1899,103.93121260,22.51555510
1900,103.93130110,22.51549560
1901,103.93138960,22.51541020
1902,103.93158940,22.51519580
1903,103.93162970,22.51515740
1904,103.93171950,22.51506700
1905,103.93182630,22.51500090
1906,103.93190590,22.51496040
1907,103.93236990,22.51470520
1908,103.93243900,22.51467610
1909,103.93258120,22.51463830
1910,103.93270520,22.51459620
1911,103.93343750,22.51450570
1912,103.93397660,22.51446230
1913,103.93431190,22.51444620
